AgentId;TimeStep;OfferedPowerInMW;OfferedChargePrice;OfferedDischargePrice;AwardedChargePower;AwardedDischargePower;AwardedPower;StoredMWh;Revenues;Costs;Profit
7;599295599;0.0;0.0;0.0;;;;;;;
7;599295601;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599299199;0.0;0.0;0.0;;;;;;;
7;599299201;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599302799;0.0;0.0;0.0;;;;;;;
7;599302801;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599306399;0.0;0.0;0.0;;;;;;;
7;599306401;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599309999;0.0;0.0;0.0;;;;;;;
7;599310001;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599313599;0.0;0.0;0.0;;;;;;;
7;599313601;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599317199;0.0;0.0;0.0;;;;;;;
7;599317201;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599320799;0.0;0.0;0.0;;;;;;;
7;599320801;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599324399;0.0;0.0;0.0;;;;;;;
7;599324401;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599327999;0.0;0.0;0.0;;;;;;;
7;599328001;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599331599;0.0;0.0;0.0;;;;;;;
7;599331601;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599335199;0.0;0.0;0.0;;;;;;;
7;599335201;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599338799;0.0;0.0;0.0;;;;;;;
7;599338801;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599342399;0.0;0.0;0.0;;;;;;;
7;599342401;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599345999;0.0;0.0;0.0;;;;;;;
7;599346001;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599349599;0.0;0.0;0.0;;;;;;;
7;599349601;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599353199;0.0;0.0;0.0;;;;;;;
7;599353201;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599356799;0.0;0.0;0.0;;;;;;;
7;599356801;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599360399;0.0;0.0;0.0;;;;;;;
7;599360401;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599363999;0.0;0.0;0.0;;;;;;;
7;599364001;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599367599;0.0;0.0;0.0;;;;;;;
7;599367601;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599371199;0.0;0.0;0.0;;;;;;;
7;599371201;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599374799;0.0;0.0;0.0;;;;;;;
7;599374801;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599378399;0.0;0.0;0.0;;;;;;;
7;599378401;;;;0.0;-0.0;0.0;59336.0;0.0;0.0;0.0
7;599381999;918.0;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;599382001;;;;0.0;-918.0;-918.0;58316.0;59027.4204;0.0;59027.4204
7;599385599;1162.8;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;599385601;;;;0.0;-1162.8;-1162.8;57024.0;74768.06584;0.0;74768.06584
7;599389199;122.4;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;599389201;;;;0.0;-122.4;-122.4;56888.0;7870.322720000001;0.0;7870.322720000001
7;599392799;0.0;0.0;0.0;;;;;;;
